Unternehmen,Newstyp,Titel,Datum,Quelle,URL,Text
Continental,Aktieneinstufung,ANALYSE-FLASH: Goldman hebt Continental auf 'Neutral' und Ziel auf 70 Euro,"18.09.2023, 09:20",dpa-AFX,https://www.onvista.de/news/2023/09-18-analyse-flash-goldman-hebt-continental-auf-neutral-und-ziel-auf-70-euro-10-26177224,"NEW YORK (dpa-AFX) - Die US-Investmentbank Goldman Sachs hat Continental von ""Sell"" auf ""Neutral"" hochgestuft und das Kursziel von 69 auf 70 Euro angehoben. Es sei die generelle Auffassung von Anlegern, dass die europäische Automobilindustrie vor einer Phase gedämpfter Absatz- und Preisentwicklungen stehe, schrieb Analyst George Galliers in einer am Montag vorliegenden Branchenstudie. Er gehe aber konstruktiver an den Sektor heran als die Anlegermenge. Im Zulieferbereich müssten Anleger selektieren. Die Verkaufsempfehlung für Continental strich er wegen einer soliden Barmittelentwicklung im Reifengeschäft und dem Potenzial, das Portfolio zu vereinfachen./tih/ck
Veröffentlichung der Original-Studie: 18.09.2023 / 04:59 / BST
Erstmalige Weitergabe der Original-Studie: Datum in Studie nicht angegeben / Uhrzeit in Studie nicht angegeben / Zeitzone in Studie nicht angegeben
-----------------------
dpa-AFX Broker - die Trader News von dpa-AFX
-----------------------
"
Continental,Aktieneinstufung,ANALYSE-FLASH: Jefferies belässt Continental AG auf 'Hold' - Ziel 72 Euro,"09.08.2023, 10:20",dpa-AFX,https://www.onvista.de/news/2023/08-09-analyse-flash-jefferies-belaesst-continental-ag-auf-hold-ziel-72-euro-10-26164096,"NEW YORK (dpa-AFX) - Das Analysehaus Jefferies hat die Einstufung für Continental nach endgültigen Quartalszahlen auf ""Hold"" mit einem Kursziel von 72 Euro belassen. Diese deckten sich mit den bereits vorgelegten Eckdaten, schrieb Analyst Himanshu Agarwal in einer ersten Reaktion am Mittwoch. Er rechne trotz leicht geänderter Jahresziele des Automobilzulieferers nicht mit wesentlichen Änderungen der Konsensschätzungen für 2023. Der Mittelwert der für den Reifenumsatz 2023 in Aussicht gestellten Zielspanne von 14,5 Milliarden Euro decke sich mit der Markterwartung./bek/ck
Veröffentlichung der Original-Studie: 09.08.2023 / 03:24 / ET
Erstmalige Weitergabe der Original-Studie: 09.08.2023 / 03:24 / ET
-----------------------
dpa-AFX Broker - die Trader News von dpa-AFX
-----------------------
"
Continental,Aktieneinstufung,ANALYSE/Metzler: Conti kann zum Jahresende Wende einläuten - Kein 'Sell' mehr,"24.07.2023, 13:16",dpa-AFX,https://www.onvista.de/news/2023/07-24-analyse-metzler-conti-kann-zum-jahresende-wende-einlaeuten-kein-sell-mehr-10-26158026,"FRANKFURT (dpa-AFX) - Continental dürfte dem Bankhaus Metzler zufolge im vierten Quartal die Trendwende zum Besseren einläuten. Dann sollten sich die Margen erholen und mehr Barmittel erwirtschaftet werden, schrieb Analyst Pal Skirta in einer am Montag vorliegenden Studie. Letztere würden dann auch wieder das Vorkrisenniveau erreichen. Der Experte stufte die Papiere des Autozulieferers und Reifenherstellers deshalb von ""Sell"" auf ""Hold"" hoch und erhöhte das Kursziel von 50,00 auf 73,60 Euro. Aktuell notieren die Anteilsscheine bei gut 74 Euro.
Der Kapitalmarkttag im kommenden Winter könnte zur Triebfeder für den Aktienkurs werden, fuhr Skirta fort. Denn bei dieser Veranstaltung werde das Unternehmen wohl zum einen die Strategie näher erläutern, zum anderen aber auch die mittelfristigen Ziele erhöhen. Die mittelfristige Zukunft dürfte in hohem Maße davon abhängen, inwieweit der Konzern mit seiner Forschungs- und Entwicklungspipeline in der Automobilsparte Geld verdienen könne.
Continental steht laut dem Analysten an einem Scheideweg, da die zukünftigen Marktanteile durch die globalen Umwälzungen in der Autoindustrie gefährdet seien. Dies zwinge den Konzern dazu, auch im langjährig bewährten Reifensegment innovativ zu sein.
Für 2023 ist Skirta allerdings zurückhaltend. Die Umsetzung des Umbaus dürfte den Anlagehintergrund erst einmal belasten. Der Experte erwartet aber keine Gewinnwarnung. Continental sei vielmehr auf dem besten Weg, die Prognosen für das Gesamtjahr zu erreichen. Angesichts der sich abzeichnenden Rezession und des anhaltenden Inflationsdrucks dürften die Chancen für eine Anhebung der Prognose aber gering sein.
Eingestuft mit ""Hold"" erwartet das Bankhaus Metzler, dass sich der Aktienkurs des Unternehmens in den nächsten zwölf Monaten weitgehend stabil halten wird./la/ag/jha/
Analysierendes Institut Metzler Capital Markets.
Veröffentlichung der Original-Studie: 24.07.2023 / 07:56 / CEST Erstmalige Weitergabe der Original-Studie: 24.07.2023 / 07:56 / CEST
"
Continental,Aktieneinstufung,"ANALYSE-FLASH: Metzler hebt Continental AG auf 'Hold' und Ziel auf 73,60 Euro","24.07.2023, 09:20",dpa-AFX,https://www.onvista.de/news/2023/07-24-analyse-flash-metzler-hebt-continental-ag-auf-hold-und-ziel-auf-73-60-euro-10-26157875,"FRANKFURT (dpa-AFX Broker) - Das Bankhaus Metzler hat Continental von ""Sell"" auf ""Hold"" hochgestuft und das Kursziel von 50,00 auf 73,60 Euro angehoben. Der Autozulieferer und Reifenhersteller dürfte im vierten Quartal einen Wendepunkt erreichen, mit einer Margenerholung und einer steigenden Barmittelgenerierung, schrieb Analyst Pal Skirta in einer am Montag vorliegenden Studie. Die Umsetzung des Umbauprogramms und die begrenzte konjunkturelle Vorhersehbarkeit dürften jedoch den Anlagehintergrund auch noch im zweiten Halbjahr belasten. Ein Kurstreiber könnte der Kapitalmarkttag im Winter werden./edh/mis
Veröffentlichung der Original-Studie: 24.07.2023 / 07:56 / CEST
Erstmalige Weitergabe der Original-Studie: 24.07.2023 / 07:56 / CEST
-----------------------
dpa-AFX Broker - die Trader News von dpa-AFX
-----------------------
"
Continental,Aktieneinstufung,ANALYSE-FLASH: Goldman belässt Continental AG auf 'Sell' - Ziel 62 Euro,"10.05.2023, 15:05",dpa-AFX,https://www.onvista.de/news/2023/05-10-analyse-flash-goldman-belaesst-continental-ag-auf-sell-ziel-62-euro-10-26131672,"NEW YORK (dpa-AFX) - Die US-Investmentbank Goldman Sachs hat die Einstufung für Continental auf ""Sell"" mit einem Kursziel von 62 Euro belassen. Conti habe solide abgeschnitten und mit schwarzen Zahlen im Autobereich positiv überrascht, schrieb Analyst Philipp Konig am Mittwoch in einer ersten Reaktion. Der freie Mittelfluss sei allerdings schwach gewesen./ag/mis/ck
Veröffentlichung der Original-Studie: 10.05.2023 / 08:44 / BST Erstmalige Weitergabe der Original-Studie: Datum in Studie nicht angegeben / Uhrzeit in Studie nicht angegeben / Zeitzone in Studie nicht angegeben
-----------------------
dpa-AFX Broker - die Trader News von dpa-AFX
-----------------------
"
Continental,Aktieneinstufung,ANALYSE-FLASH: Jefferies hebt Ziel für Continental AG auf 73 Euro - 'Hold',"14.04.2023, 11:50",dpa-AFX,https://www.onvista.de/news/2023/04-14-analyse-flash-jefferies-hebt-ziel-fuer-continental-ag-auf-73-euro-hold-10-26121220,"NEW YORK (dpa-AFX Broker) - Das Analysehaus Jefferies hat das Kursziel für Continental von 70 auf 73 Euro angehoben und die Einstufung auf ""Hold"" belassen. Das Geschäftsumfeld der europäischen Autozulieferer sei für die Umsatzentwicklung im ersten Quartal unter anderem dank geringerer Währungsbelastungen vorteilhaft gewesen, schrieb Analyst Himanshu Agarwal in einer am Freitag vorliegenden Studie. Allerdings dürfte die begrenzte Kompensation der gestiegenen Preise die Erträge belastet haben./edh/nas
Veröffentlichung der Original-Studie: 13.04.2023 / 19:07 / ET
Erstmalige Weitergabe der Original-Studie: 13.04.2023 / 19:15 / ET
-----------------------
dpa-AFX Broker - die Trader News von dpa-AFX
-----------------------
"
Continental,Aktieneinstufung,ANALYSE-FLASH: JPMorgan belässt Continental AG auf 'Neutral' - Ziel 76 Euro,"08.03.2023, 12:50",dpa-AFX,https://www.onvista.de/news/2023/03-08-analyse-flash-jpmorgan-belaesst-continental-ag-auf-neutral-ziel-76-euro-10-26106939,"NEW YORK (dpa-AFX Broker) - Die US-Bank JPMorgan hat die Einstufung für Continental nach endgültigen Zahlen für 2022 auf ""Neutral"" mit einem Kursziel von 76 Euro belassen. Der bereinigte operative Gewinn (Ebit) decke sich mit der Konsensschätzung, schrieb Analyst Jose Asumendi in einer ersten Einschätzung am Mittwoch. Für das laufende Jahr bessere sich die Stimmung, die in Aussicht gestellten Zahlen lägen um 5 bis 15 Prozent über den jeweiligen Markterwartungen./bek/mis
Veröffentlichung der Original-Studie: 08.03.2023 / 08:33 / GMT
Erstmalige Weitergabe der Original-Studie: 08.03.2023 / 08:33 / GMT
-----------------------
dpa-AFX Broker - die Trader News von dpa-AFX
-----------------------
"
Continental,Aktieneinstufung,ANALYSE-FLASH: Goldman hebt Ziel für Continental AG auf 59 Euro - 'Sell',"07.02.2023, 09:39",dpa-AFX,https://www.onvista.de/news/2023/02-07-analyse-flash-goldman-hebt-ziel-fuer-continental-ag-auf-59-euro-sell-10-26094930,"NEW YORK (dpa-AFX Broker) - Die US-Investmentbank Goldman Sachs hat das Kursziel für Continental von 52 auf 59 Euro angehoben, aber die Einstufung auf ""Sell"" belassen. Die Nachfrage nach Austauschreifen habe im Schlussquartal erneut geschwächelt, schrieb Analyst Philipp Konig in einer am Dienstag vorliegenden Branchenstudie. Ab dem zweiten Quartal sollte sich die Geschäftsdynamik aber normalisieren. Konig traut mit Blick auf 2023 indes nur Michelin eine Gewinnsteigerung zu - Pirelli prognostiziert er eine Stagnation und Continental einen Rückgang im Reifengeschäft./gl/mis
Veröffentlichung der Original-Studie: 06.02.2023 / 20:33 / GMT Erstmalige Weitergabe der Original-Studie: Datum in Studie nicht angegeben / Uhrzeit in Studie nicht angegeben / Zeitzone in Studie nicht angegeben
-----------------------
dpa-AFX Broker - die Trader News von dpa-AFX
-----------------------
"
Continental,Aktieneinstufung,ANALYSE-FLASH: Jefferies senkt Continental AG auf 'Hold' und Ziel auf 70 Euro,"20.01.2023, 08:05",dpa-AFX,https://www.onvista.de/news/2023/01-20-analyse-flash-jefferies-senkt-continental-ag-auf-hold-und-ziel-auf-70-euro-10-26088459,"NEW YORK (dpa-AFX Broker) - Das Analysehaus Jefferies hat Continental von ""Buy"" auf ""Hold"" abgestuft und das Kursziel von 83 auf 70 Euro gesenkt. Der Markt überschätze die Fähigkeiten, den außerordentlichen Kostenanstieg weiterzureichen, schrieben die Analysten Himanshu Agarwal und Philippe Houchois in einer am Freitag vorliegenden Branchenstudie. In einem Jahr, in dem die Autohersteller Preise kürzen, um die Nachfrage anzukurbeln, könnten auch Zulieferer nicht alles haben - hohe Absatzvolumina und gute Preise. Die Experten kappten ihre Schätzungen in der Branche um mehr als 15 Prozent und liegen nun klar unter dem Konsens. Sie bevorzugen absteigend Reifenhersteller vor Lkw-Zulieferern und diese vor Pkw-Zulieferern./ag/ajx
Veröffentlichung der Original-Studie: 19.01.2023 / 17:19 / ET Erstmalige Weitergabe der Original-Studie: 19.01.2023 / 19:05 / ET
"
Continental,Aktieneinstufung,ANALYSE-FLASH: JPMorgan belässt Continental AG auf 'Neutral' - Ziel 76 Euro,"10.11.2022, 12:57",dpa-AFX,https://www.onvista.de/news/2022/11-10-analyse-flash-jpmorgan-belaesst-continental-ag-auf-neutral-ziel-76-euro-10-26063325,"NEW YORK (dpa-AFX Broker) - Die US-Bank JPMorgan hat die Einstufung für Continental nach Zahlen für das dritte Quartal auf ""Neutral"" mit einem Kursziel von 76 Euro belassen. Der Autozulieferer und Reifenkonzern befinde sich auf der richtigen Spur, so die erste Einschätzung von Analyst Jose Asumendi in einer am Donnerstag vorliegenden Studie./ajx/la
Veröffentlichung der Original-Studie: 10.11.2022 / 08:09 / GMT
Erstmalige Weitergabe der Original-Studie: 10.11.2022 / 08:10 / GMT
-----------------------
dpa-AFX Broker - die Trader News von dpa-AFX
-----------------------
"
